1, 349.70, 83.70, 194
2, 618.70, 84.80, 246
3, 762.20, 88.30, 198
4, 853.80, 86.30, 294
5, 595.30, 489.00, 146
6, 626.80, 634.10, 198
7, 272.20, 561.50, 132
8, 167.50, 536.10, 400
9, 605.30, 100.70, 232
10, 575.50, 94.50, 168
11, 237.50, 61.10, 196
12, 137.80, 51.30, 232
13, 170.30, 135.70, 166
14, 183.80, 153.40, 198
15, 573.40, 112.00, 504
16, 593.10, 97.00, 154
17, 319.50, 52.60, 254
18, 144.10, 53.50, 562
19, 599.80, 89.10, 260
20, 571.00, 95.40, 338
21, 594.40, 92.20, 198
22, 734.60, 87.80, 162
23, 847.20, 80.60, 140
24, 191.00, 159.10, 300
25, 155.20, 44.60, 186
26, 289.30, 45.80, 164
27, 233.70, 645.10, 126
28, 160.50, 563.40, 174
29, 185.20, 250.20, 230
30, 166.00, 222.10, 248
31, 144.00, 229.30, 126
32, 166.70, 277.80, 302
33, 141.80, 337.30, 174
34, 158.60, 313.50, 230
35, 154.30, 44.10, 142
36, 303.70, 49.30, 176
37, 163.70, 175.30, 148
38, 184.10, 160.60, 166
