1, 502.90, 350.30, 182
2, 485.30, 336.90, 296
3, 149.50, 57.30, 106
4, 209.50, 51.70, 130
5, 300.50, 54.70, 134
6, 553.80, 83.40, 181
7, 587.00, 82.40, 123
8, 724.30, 76.20, 177
9, 855.80, 74.90, 445
10, 610.50, 555.10, 155
11, 242.70, 565.90, 137
12, 149.80, 572.10, 126
13, 149.90, 594.20, 129
14, 199.70, 189.40, 146
15, 184.60, 151.60, 119
16, 517.80, 93.50, 129
17, 582.90, 86.00, 185
18, 744.70, 82.10, 161
19, 202.00, 274.20, 186
20, 173.70, 273.50, 265
21, 164.60, 288.50, 177
22, 157.70, 313.60, 122
23, 805.00, 520.10, 218
24, 200.40, 595.90, 138
25, 150.20, 609.90, 178
26, 166.60, 604.20, 181
27, 139.70, 576.10, 137
28, 121.00, 574.10, 146
29, 177.80, 568.00, 237
30, 137.80, 542.00, 275
31, 598.30, 540.40, 219
32, 144.70, 536.20, 199
33, 171.70, 512.10, 207
34, 842.30, 508.60, 200
35, 897.30, 480.30, 152
36, 195.40, 457.70, 128
37, 167.00, 455.80, 253
38, 177.20, 484.70, 299
39, 206.80, 338.10, 113
40, 948.20, 269.00, 269
41, 157.40, 242.10, 291
42, 176.90, 259.60, 191
43, 172.00, 284.10, 357
44, 136.40, 314.80, 131
45, 109.40, 317.70, 148
46, 172.60, 313.90, 144
