1, 502.10, 317.30, 262
2, 134.50, 26.70, 256
3, 74.00, 16.00, 264
4, 33.80, 16.00, 134
5, 303.30, 24.30, 196
6, 687.80, 107.80, 184
7, 583.30, 94.20, 332
8, 720.90, 93.40, 318
9, 852.50, 89.00, 190
10, 682.70, 545.80, 118
11, 204.30, 523.90, 174
12, 162.80, 541.00, 300
13, 184.40, 173.50, 218
14, 186.60, 142.30, 174
15, 637.80, 95.10, 186
16, 173.40, 0.90, 152
17, 128.00, 27.60, 106
18, 40.20, 18.80, 144
19, 324.70, 51.10, 202
20, 175.40, 425.40, 176
21, 217.00, 602.50, 148
22, 169.10, 564.00, 244
23, 178.80, 156.10, 418
24, 137.10, 180.20, 362
25, 351.80, 410.80, 136
26, 800.10, 513.30, 148
27, 195.10, 19.80, 228
28, 354.80, 44.30, 132
29, 693.90, 492.00, 216
30, 795.50, 636.50, 302
31, 394.30, 605.50, 342
32, 743.90, 455.70, 158
33, 900.80, 428.50, 422
34, 185.50, 300.10, 232
35, 121.90, 7.80, 150
