1, 448.40, 223.90, 212
2, 305.30, 64.80, 130
3, 129.00, 35.70, 242
4, 78.30, 42.50, 144
5, 21.60, 40.60, 126
6, 133.30, 44.50, 150
7, 264.00, 48.60, 182
8, 345.90, 50.50, 270
9, 643.10, 104.50, 106
10, 589.80, 99.20, 224
11, 190.40, 217.30, 202
12, 154.50, 232.80, 158
13, 186.70, 405.40, 268
14, 159.80, 82.10, 130
15, 92.10, 56.60, 126
16, 290.40, 59.80, 296
17, 147.40, 46.10, 146
18, 87.20, 62.10, 148
19, 294.20, 64.90, 124
20, 374.60, 61.00, 160
21, 168.90, 257.20, 182
22, 172.00, 300.60, 206
23, 170.10, 166.30, 290
24, 468.20, 234.30, 120
25, 943.50, 338.30, 166
26, 914.20, 200.00, 188
27, 782.30, 554.00, 186
28, 745.20, 508.50, 114
29, 912.10, 425.30, 108
30, 945.60, 289.50, 378
31, 930.50, 643.30, 328
32, 474.60, 617.50, 166
33, 237.10, 613.00, 144
34, 169.40, 606.60, 138
35, 170.50, 622.10, 164
36, 719.60, 590.80, 228
37, 825.50, 112.70, 352
38, 876.30, 105.00, 124
39, 707.20, 105.00, 304
40, 571.20, 114.90, 264
41, 887.00, 281.50, 334
42, 284.40, 399.20, 112
43, 165.50, 389.50, 282
44, 259.20, 648.70, 160
45, 672.30, 154.30, 132
