1, 411.20, 313.00, 152
2, 489.30, 342.10, 457
3, 172.70, 232.30, 116
4, 157.40, 145.40, 267
5, 107.30, 37.50, 252
6, 75.20, 35.70, 175
7, 42.60, 33.30, 140
8, 274.20, 32.60, 242
9, 328.50, 34.70, 153
10, 304.10, 39.60, 122
11, 363.50, 38.80, 114
12, 588.10, 81.60, 508
13, 721.50, 97.70, 236
14, 847.60, 87.50, 180
15, 318.00, 442.10, 152
16, 175.60, 211.90, 123
17, 184.20, 146.30, 547
18, 152.10, 157.20, 253
19, 137.20, 178.80, 197
20, 157.40, 196.00, 688
21, 168.60, 217.40, 632
22, 175.70, 209.20, 355
23, 884.70, 244.20, 232
24, 869.50, 568.70, 102
25, 701.90, 495.20, 170
26, 179.90, 479.50, 275
27, 165.60, 317.20, 192
28, 157.20, 292.70, 168
29, 158.60, 261.10, 200
30, 165.40, 240.90, 424
31, 166.90, 267.30, 435
32, 153.50, 300.20, 231
33, 122.40, 297.70, 280
34, 163.80, 306.60, 273
35, 175.50, 331.20, 198
