1, 330.00, 194.00, 462
2, 221.30, 81.50, 114
3, 77.30, 38.70, 206
4, 212.90, 55.30, 248
5, 138.30, 137.80, 276
6, 100.40, 183.00, 204
7, 156.70, 184.00, 176
8, 119.10, 211.90, 336
9, 142.90, 254.10, 294
10, 146.30, 285.40, 418
11, 95.70, 311.90, 208
12, 122.30, 344.00, 226
13, 145.50, 363.80, 238
14, 146.50, 389.70, 184
15, 116.40, 418.90, 214
16, 146.40, 438.20, 292
17, 117.10, 407.30, 218
18, 147.30, 406.70, 212
19, 222.10, 411.30, 200
20, 820.30, 428.30, 200
21, 760.20, 91.50, 206
22, 596.50, 98.70, 172
23, 546.80, 100.10, 168
24, 714.60, 103.60, 258
25, 832.30, 94.20, 312
26, 757.60, 519.70, 190
27, 538.40, 550.10, 170
28, 315.10, 580.80, 158
29, 194.30, 591.40, 148
30, 157.70, 589.70, 384
31, 147.20, 571.90, 462
32, 169.20, 565.80, 262
33, 153.70, 548.20, 1114
34, 179.70, 529.20, 398
35, 190.60, 485.50, 526
