1, 514.90, 365.70, 682
2, 267.40, 75.10, 128
3, 146.70, 48.60, 162
4, 254.60, 51.10, 210
5, 701.00, 134.80, 250
6, 578.10, 94.10, 264
7, 625.90, 97.70, 172
8, 834.20, 105.20, 184
9, 888.40, 106.20, 238
10, 576.10, 85.20, 310
11, 738.30, 116.10, 412
12, 719.50, 114.40, 214
13, 868.80, 113.30, 188
14, 249.50, 254.20, 174
15, 177.70, 258.90, 234
16, 188.00, 327.10, 448
17, 175.10, 395.00, 260
18, 182.60, 464.60, 252
19, 201.80, 499.70, 322
20, 197.80, 569.40, 272
21, 169.20, 577.30, 186
22, 820.70, 507.00, 158
23, 941.80, 347.20, 454
24, 941.40, 232.80, 114
25, 191.60, 232.70, 318
26, 161.40, 199.70, 226
27, 575.50, 506.40, 266
28, 845.50, 552.20, 370
29, 808.90, 117.30, 146
30, 747.20, 102.40, 312
31, 725.60, 105.00, 152
32, 582.70, 81.70, 312
33, 309.80, 360.90, 232
34, 516.50, 348.40, 972
