1, 292.00, 159.30, 104
2, 136.60, 67.40, 112
3, 84.90, 54.60, 196
4, 124.70, 171.40, 186
5, 238.30, 39.10, 178
6, 550.20, 117.50, 264
7, 718.30, 73.70, 112
8, 851.60, 56.20, 276
9, 194.20, 248.70, 104
10, 136.50, 169.30, 272
11, 104.00, 196.80, 154
12, 105.50, 37.70, 238
13, 232.00, 19.10, 142
14, 166.30, 270.20, 318
15, 159.70, 254.90, 186
16, 143.50, 247.90, 192
17, 124.00, 414.70, 284
18, 129.50, 507.20, 246
19, 127.70, 551.60, 172
20, 106.40, 572.10, 176
21, 122.00, 584.50, 160
22, 905.50, 426.90, 138
23, 126.70, 449.60, 226
24, 137.90, 393.00, 232
25, 135.90, 363.40, 166
26, 125.30, 280.70, 222
27, 91.40, 295.60, 174
28, 124.00, 269.90, 228
29, 864.90, 281.40, 168
30, 922.30, 283.70, 128
31, 958.60, 142.80, 130
32, 121.10, 234.50, 248
33, 135.30, 233.50, 146
34, 85.30, 212.80, 114
35, 130.90, 198.00, 290
36, 595.20, 127.80, 142
37, 555.20, 50.20, 294
38, 382.60, 244.50, 126
39, 138.70, 261.10, 370
