1, 496.40, 152.20, 470
2, 152.20, 19.30, 138
3, 102.20, 18.30, 132
4, 303.80, 15.90, 158
5, 162.50, 179.80, 370
6, 602.80, 106.50, 176
7, 581.80, 93.20, 158
8, 723.90, 75.30, 176
9, 841.90, 69.00, 112
10, 179.50, 214.10, 208
11, 152.60, 196.40, 150
12, 165.20, 526.30, 122
13, 172.80, 618.90, 226
14, 598.10, 612.40, 202
15, 616.30, 560.10, 130
16, 321.80, 603.40, 116
17, 641.00, 137.60, 140
18, 683.60, 101.70, 130
19, 540.70, 288.40, 176
20, 178.90, 275.50, 278
21, 179.20, 163.20, 198
22, 291.90, 328.50, 118
23, 173.80, 348.80, 110
24, 155.80, 303.00, 322
25, 179.90, 359.90, 542
26, 168.70, 383.10, 196
27, 173.70, 358.10, 200
28, 164.00, 381.20, 190
29, 670.50, 603.30, 194
30, 858.30, 614.90, 108
31, 912.50, 612.00, 122
32, 192.50, 533.80, 194
33, 148.10, 545.00, 204
34, 697.30, 238.70, 114
35, 769.50, 112.60, 244
36, 834.70, 102.50, 120
37, 189.80, 201.70, 184
38, 166.90, 226.00, 250
39, 178.30, 257.80, 184
40, 162.50, 595.90, 454
41, 179.20, 601.90, 148
42, 151.00, 568.80, 206
